CustomerID,Customer,Channel,Segment,StoreSize,CreditTermsDays,RouteID,DistributorID,RegionID,Region,State,OpenedYear
C00293,Customer 00293,Wholesale,Mid-market,Medium,14,RT0019,D003,R1,North,Abuja,2024
C00294,Customer 00294,General Trade,SME,Medium,21,RT0019,D003,R1,North,Abuja,2017
C00295,Customer 00295,Wholesale,SME,Small,7,RT0019,D003,R1,North,Abuja,2016
C00296,Customer 00296,Wholesale,SME,Small,30,RT0019,D003,R1,North,Abuja,2022
C00297,Customer 00297,General Trade,SME,Small,21,RT0019,D003,R1,North,Abuja,2021
C00298,Customer 00298,HoReCa,Key Account,Small,14,RT0019,D003,R1,North,Abuja,2018
C00299,Customer 00299,General Trade,Micro,Small,0,RT0019,D003,R1,North,Abuja,2022
C00300,Customer 00300,General Trade,Micro,Small,14,RT0019,D003,R1,North,Abuja,2016
C00301,Customer 00301,General Trade,Micro,Small,14,RT0019,D003,R1,North,Abuja,2019
C00302,Customer 00302,General Trade,Micro,Small,14,RT0019,D003,R1,North,Abuja,2024
C00303,Customer 00303,Modern Trade,Micro,Small,14,RT0019,D003,R1,North,Abuja,2018
C00304,Customer 00304,General Trade,Micro,Small,21,RT0020,D004,R1,North,Kaduna,2017
C00305,Customer 00305,General Trade,SME,Large,30,RT0020,D004,R1,North,Kaduna,2017
C00306,Customer 00306,General Trade,Micro,Small,0,RT0020,D004,R1,North,Kaduna,2021
C00307,Customer 00307,Modern Trade,Micro,Small,14,RT0020,D004,R1,North,Kaduna,2020
C00308,Customer 00308,Wholesale,SME,Medium,14,RT0020,D004,R1,North,Kaduna,2023
C00309,Customer 00309,General Trade,Mid-market,Medium,0,RT0020,D004,R1,North,Kaduna,2016
C00310,Customer 00310,Wholesale,SME,Medium,14,RT0020,D004,R1,North,Kaduna,2022
C00311,Customer 00311,General Trade,SME,Large,21,RT0020,D004,R1,North,Kaduna,2020
C00312,Customer 00312,General Trade,Micro,Small,21,RT0020,D004,R1,North,Kaduna,2022
C00313,Customer 00313,General Trade,Mid-market,Medium,0,RT0020,D004,R1,North,Kaduna,2018
C00314,Customer 00314,HoReCa,SME,Medium,21,RT0020,D004,R1,North,Kaduna,2020
C00315,Customer 00315,General Trade,SME,Small,7,RT0020,D004,R1,North,Kaduna,2022
C00316,Customer 00316,General Trade,SME,Small,0,RT0020,D004,R1,North,Kaduna,2020
C00317,Customer 00317,General Trade,Mid-market,Small,7,RT0020,D004,R1,North,Kaduna,2022
C00318,Customer 00318,General Trade,SME,Medium,0,RT0020,D004,R1,North,Kaduna,2023
C00319,Customer 00319,Modern Trade,SME,Small,7,RT0020,D004,R1,North,Kaduna,2021
C00320,Customer 00320,General Trade,Micro,Small,14,RT0020,D004,R1,North,Kaduna,2021
C00321,Customer 00321,General Trade,SME,Medium,21,RT0020,D004,R1,North,Kaduna,2018
C00322,Customer 00322,E-commerce,Micro,Small,30,RT0021,D004,R1,North,Kaduna,2018
C00323,Customer 00323,E-commerce,SME,Small,30,RT0021,D004,R1,North,Kaduna,2019
C00324,Customer 00324,E-commerce,Micro,Medium,7,RT0021,D004,R1,North,Kaduna,2021
C00325,Customer 00325,General Trade,Key Account,Large,0,RT0021,D004,R1,North,Kaduna,2019
C00326,Customer 00326,E-commerce,SME,Small,30,RT0021,D004,R1,North,Kaduna,2017
C00327,Customer 00327,Wholesale,Micro,Large,21,RT0021,D004,R1,North,Kaduna,2018
C00328,Customer 00328,General Trade,Micro,Medium,14,RT0021,D004,R1,North,Kaduna,2018
C00329,Customer 00329,General Trade,Mid-market,Medium,7,RT0021,D004,R1,North,Kaduna,2023
C00330,Customer 00330,Wholesale,Mid-market,Medium,14,RT0021,D004,R1,North,Kaduna,2021
C00331,Customer 00331,Wholesale,Micro,Medium,14,RT0021,D004,R1,North,Kaduna,2016
C00332,Customer 00332,Wholesale,Mid-market,Medium,0,RT0021,D004,R1,North,Kaduna,2021
C00333,Customer 00333,General Trade,SME,Large,0,RT0021,D004,R1,North,Kaduna,2016
C00334,Customer 00334,General Trade,Micro,Small,7,RT0021,D004,R1,North,Kaduna,2016
C00335,Customer 00335,Wholesale,SME,Medium,30,RT0021,D004,R1,North,Kaduna,2018
C00336,Customer 00336,Wholesale,Key Account,Large,21,RT0021,D004,R1,North,Kaduna,2023
C00337,Customer 00337,Modern Trade,Mid-market,Medium,21,RT0022,D004,R1,North,Kaduna,2023
C00338,Customer 00338,Modern Trade,SME,Large,7,RT0022,D004,R1,North,Kaduna,2019
C00339,Customer 00339,General Trade,Micro,Large,7,RT0022,D004,R1,North,Kaduna,2023
C00340,Customer 00340,General Trade,Micro,Medium,21,RT0022,D004,R1,North,Kaduna,2016
C00341,Customer 00341,E-commerce,Micro,Small,30,RT0022,D004,R1,North,Kaduna,2018
C00342,Customer 00342,Wholesale,Mid-market,Medium,21,RT0022,D004,R1,North,Kaduna,2016
C00343,Customer 00343,General Trade,Key Account,Medium,7,RT0022,D004,R1,North,Kaduna,2021
C00344,Customer 00344,General Trade,Mid-market,Medium,0,RT0022,D004,R1,North,Kaduna,2023
C00345,Customer 00345,Wholesale,SME,Small,30,RT0022,D004,R1,North,Kaduna,2017
C00346,Customer 00346,General Trade,Mid-market,Large,0,RT0022,D004,R1,North,Kaduna,2021
C00347,Customer 00347,E-commerce,Micro,Small,0,RT0022,D004,R1,North,Kaduna,2022
C00348,Customer 00348,Modern Trade,Mid-market,Small,30,RT0022,D004,R1,North,Kaduna,2021
C00349,Customer 00349,Wholesale,Micro,Small,21,RT0022,D004,R1,North,Kaduna,2019
C00350,Customer 00350,General Trade,SME,Medium,14,RT0022,D004,R1,North,Kaduna,2023
C00351,Customer 00351,General Trade,SME,Medium,14,RT0022,D004,R1,North,Kaduna,2022
C00352,Customer 00352,General Trade,SME,Small,7,RT0022,D004,R1,North,Kaduna,2020
C00353,Customer 00353,Modern Trade,Micro,Medium,30,RT0022,D004,R1,North,Kaduna,2020
C00354,Customer 00354,Modern Trade,Key Account,Medium,14,RT0022,D004,R1,North,Kaduna,2020
C00355,Customer 00355,General Trade,Mid-market,Medium,30,RT0022,D004,R1,North,Kaduna,2019
C00356,Customer 00356,General Trade,Mid-market,Medium,7,RT0022,D004,R1,North,Kaduna,2018
C00357,Customer 00357,Wholesale,Key Account,Large,30,RT0023,D004,R1,North,Kaduna,2018
C00358,Customer 00358,General Trade,SME,Small,7,RT0023,D004,R1,North,Kaduna,2016
C00359,Customer 00359,General Trade,Micro,Small,21,RT0023,D004,R1,North,Kaduna,2020
C00360,Customer 00360,Wholesale,SME,Small,21,RT0023,D004,R1,North,Kaduna,2016
C00361,Customer 00361,General Trade,Micro,Small,7,RT0023,D004,R1,North,Kaduna,2022
C00362,Customer 00362,HoReCa,SME,Small,21,RT0023,D004,R1,North,Kaduna,2018
C00363,Customer 00363,Wholesale,Micro,Medium,30,RT0023,D004,R1,North,Kaduna,2016
C00364,Customer 00364,Wholesale,Micro,Small,30,RT0023,D004,R1,North,Kaduna,2018
C00365,Customer 00365,Modern Trade,Micro,Medium,0,RT0023,D004,R1,North,Kaduna,2021
C00366,Customer 00366,Modern Trade,Micro,Small,14,RT0023,D004,R1,North,Kaduna,2022
C00367,Customer 00367,General Trade,SME,Medium,30,RT0023,D004,R1,North,Kaduna,2021
C00368,Customer 00368,General Trade,Mid-market,Small,0,RT0023,D004,R1,North,Kaduna,2017
C00369,Customer 00369,Modern Trade,Micro,Small,30,RT0023,D004,R1,North,Kaduna,2024
C00370,Customer 00370,Wholesale,SME,Small,21,RT0023,D004,R1,North,Kaduna,2016
C00371,Customer 00371,General Trade,Micro,Medium,0,RT0023,D004,R1,North,Kaduna,2020
C00372,Customer 00372,Modern Trade,Micro,Medium,14,RT0024,D005,R2,South,Benin,2021
C00373,Customer 00373,General Trade,SME,Medium,7,RT0024,D005,R2,South,Benin,2022
C00374,Customer 00374,Wholesale,Micro,Large,14,RT0024,D005,R2,South,Benin,2018
C00375,Customer 00375,Modern Trade,SME,Medium,30,RT0024,D005,R2,South,Benin,2021
C00376,Customer 00376,General Trade,Mid-market,Medium,0,RT0024,D005,R2,South,Benin,2023
C00377,Customer 00377,General Trade,Mid-market,Small,14,RT0024,D005,R2,South,Benin,2021
C00378,Customer 00378,General Trade,Key Account,Medium,7,RT0024,D005,R2,South,Benin,2021
C00379,Customer 00379,Modern Trade,SME,Small,30,RT0024,D005,R2,South,Benin,2020
C00380,Customer 00380,Modern Trade,Mid-market,Medium,0,RT0024,D005,R2,South,Benin,2020
C00381,Customer 00381,E-commerce,SME,Small,0,RT0024,D005,R2,South,Benin,2019
C00382,Customer 00382,General Trade,Key Account,Large,7,RT0024,D005,R2,South,Benin,2018
C00383,Customer 00383,HoReCa,Mid-market,Large,14,RT0024,D005,R2,South,Benin,2023
C00384,Customer 00384,Modern Trade,Micro,Large,14,RT0024,D005,R2,South,Benin,2024
C00385,Customer 00385,General Trade,SME,Small,14,RT0024,D005,R2,South,Benin,2017
C00386,Customer 00386,Modern Trade,SME,Medium,30,RT0024,D005,R2,South,Benin,2020
C00387,Customer 00387,General Trade,Mid-market,Small,0,RT0024,D005,R2,South,Benin,2019
C00388,Customer 00388,General Trade,Micro,Small,7,RT0024,D005,R2,South,Benin,2021
C00389,Customer 00389,E-commerce,Mid-market,Large,7,RT0025,D005,R2,South,Benin,2022
C00390,Customer 00390,Wholesale,SME,Small,30,RT0025,D005,R2,South,Benin,2020
C00391,Customer 00391,Wholesale,Mid-market,Large,30,RT0025,D005,R2,South,Benin,2023
C00392,Customer 00392,General Trade,SME,Small,7,RT0025,D005,R2,South,Benin,2020
C00393,Customer 00393,General Trade,Micro,Small,0,RT0025,D005,R2,South,Benin,2021
C00394,Customer 00394,General Trade,Key Account,Large,30,RT0025,D005,R2,South,Benin,2020
C00395,Customer 00395,General Trade,Micro,Small,7,RT0025,D005,R2,South,Benin,2020
C00396,Customer 00396,Modern Trade,SME,Small,21,RT0025,D005,R2,South,Benin,2023
C00397,Customer 00397,General Trade,Micro,Medium,7,RT0025,D005,R2,South,Benin,2020
C00398,Customer 00398,Modern Trade,SME,Medium,21,RT0025,D005,R2,South,Benin,2024
C00399,Customer 00399,General Trade,Key Account,Medium,7,RT0025,D005,R2,South,Benin,2018
C00400,Customer 00400,General Trade,Mid-market,Small,30,RT0025,D005,R2,South,Benin,2018
C00401,Customer 00401,Wholesale,Micro,Large,0,RT0025,D005,R2,South,Benin,2023
C00402,Customer 00402,Modern Trade,SME,Medium,30,RT0025,D005,R2,South,Benin,2019
C00403,Customer 00403,Wholesale,SME,Medium,30,RT0025,D005,R2,South,Benin,2018
C00404,Customer 00404,E-commerce,Mid-market,Small,0,RT0025,D005,R2,South,Benin,2019
C00405,Customer 00405,Modern Trade,Key Account,Small,30,RT0025,D005,R2,South,Benin,2022
C00406,Customer 00406,Wholesale,Micro,Medium,0,RT0026,D005,R2,South,Benin,2020
C00407,Customer 00407,General Trade,SME,Small,0,RT0026,D005,R2,South,Benin,2019
C00408,Customer 00408,General Trade,Micro,Large,0,RT0026,D005,R2,South,Benin,2024
C00409,Customer 00409,Modern Trade,Mid-market,Small,21,RT0026,D005,R2,South,Benin,2022
C00410,Customer 00410,Wholesale,Key Account,Small,14,RT0026,D005,R2,South,Benin,2018
C00411,Customer 00411,General Trade,Mid-market,Large,30,RT0026,D005,R2,South,Benin,2019
C00412,Customer 00412,HoReCa,SME,Small,14,RT0026,D005,R2,South,Benin,2021
C00413,Customer 00413,E-commerce,SME,Small,21,RT0026,D005,R2,South,Benin,2017
C00414,Customer 00414,HoReCa,SME,Small,21,RT0026,D005,R2,South,Benin,2021
C00415,Customer 00415,General Trade,SME,Small,21,RT0026,D005,R2,South,Benin,2022
C00416,Customer 00416,Wholesale,SME,Small,7,RT0026,D005,R2,South,Benin,2022
C00417,Customer 00417,General Trade,SME,Small,0,RT0026,D005,R2,South,Benin,2021
C00418,Customer 00418,General Trade,Micro,Small,0,RT0026,D005,R2,South,Benin,2020
C00419,Customer 00419,General Trade,Mid-market,Medium,0,RT0026,D005,R2,South,Benin,2022
C00420,Customer 00420,General Trade,Mid-market,Medium,7,RT0026,D005,R2,South,Benin,2017
C00421,Customer 00421,General Trade,Mid-market,Large,7,RT0026,D005,R2,South,Benin,2022
C00422,Customer 00422,HoReCa,SME,Large,14,RT0026,D005,R2,South,Benin,2024
C00423,Customer 00423,General Trade,SME,Small,7,RT0026,D005,R2,South,Benin,2021
C00424,Customer 00424,Modern Trade,Mid-market,Medium,30,RT0027,D005,R2,South,Benin,2017
C00425,Customer 00425,General Trade,Mid-market,Medium,30,RT0027,D005,R2,South,Benin,2018
C00426,Customer 00426,General Trade,SME,Large,0,RT0027,D005,R2,South,Benin,2020
C00427,Customer 00427,General Trade,Micro,Small,0,RT0027,D005,R2,South,Benin,2021
C00428,Customer 00428,Wholesale,Key Account,Large,7,RT0027,D005,R2,South,Benin,2020
C00429,Customer 00429,General Trade,Micro,Small,21,RT0027,D005,R2,South,Benin,2022
C00430,Customer 00430,Modern Trade,Micro,Medium,0,RT0027,D005,R2,South,Benin,2019
C00431,Customer 00431,HoReCa,Mid-market,Medium,30,RT0027,D005,R2,South,Benin,2016
C00432,Customer 00432,Modern Trade,SME,Small,0,RT0027,D005,R2,South,Benin,2016
C00433,Customer 00433,Modern Trade,Micro,Medium,21,RT0027,D005,R2,South,Benin,2016
C00434,Customer 00434,Modern Trade,Mid-market,Large,30,RT0027,D005,R2,South,Benin,2022
C00435,Customer 00435,HoReCa,Key Account,Medium,14,RT0027,D005,R2,South,Benin,2023
C00436,Customer 00436,General Trade,Micro,Medium,0,RT0027,D005,R2,South,Benin,2019
C00437,Customer 00437,Wholesale,SME,Small,7,RT0027,D005,R2,South,Benin,2017
C00438,Customer 00438,Wholesale,SME,Small,14,RT0027,D005,R2,South,Benin,2019
C00439,Customer 00439,General Trade,SME,Small,7,RT0027,D005,R2,South,Benin,2022
C00440,Customer 00440,General Trade,SME,Small,14,RT0027,D005,R2,South,Benin,2021
C00441,Customer 00441,Wholesale,SME,Small,30,RT0028,D005,R2,South,Benin,2021
C00442,Customer 00442,General Trade,Mid-market,Small,30,RT0028,D005,R2,South,Benin,2022
C00443,Customer 00443,HoReCa,SME,Small,0,RT0028,D005,R2,South,Benin,2021
C00444,Customer 00444,Modern Trade,Micro,Small,21,RT0028,D005,R2,South,Benin,2021
C00445,Customer 00445,Modern Trade,SME,Medium,7,RT0028,D005,R2,South,Benin,2022
C00446,Customer 00446,Modern Trade,Micro,Medium,14,RT0028,D005,R2,South,Benin,2018
C00447,Customer 00447,E-commerce,SME,Large,7,RT0028,D005,R2,South,Benin,2021
C00448,Customer 00448,Wholesale,Micro,Small,30,RT0028,D005,R2,South,Benin,2020
C00449,Customer 00449,General Trade,SME,Medium,30,RT0028,D005,R2,South,Benin,2020
C00450,Customer 00450,General Trade,Key Account,Medium,7,RT0028,D005,R2,South,Benin,2022
C00451,Customer 00451,General Trade,Micro,Large,14,RT0028,D005,R2,South,Benin,2023
C00452,Customer 00452,Wholesale,SME,Small,21,RT0028,D005,R2,South,Benin,2021
C00453,Customer 00453,Wholesale,SME,Medium,21,RT0028,D005,R2,South,Benin,2017
C00454,Customer 00454,E-commerce,SME,Small,21,RT0028,D005,R2,South,Benin,2017
C00455,Customer 00455,Modern Trade,SME,Small,30,RT0028,D005,R2,South,Benin,2020
C00456,Customer 00456,General Trade,SME,Large,0,RT0028,D005,R2,South,Benin,2018
C00457,Customer 00457,E-commerce,Mid-market,Large,30,RT0029,D005,R2,South,Benin,2024
C00458,Customer 00458,E-commerce,SME,Large,30,RT0029,D005,R2,South,Benin,2017
C00459,Customer 00459,General Trade,Micro,Small,14,RT0029,D005,R2,South,Benin,2021
C00460,Customer 00460,General Trade,SME,Medium,14,RT0029,D005,R2,South,Benin,2016
C00461,Customer 00461,General Trade,SME,Large,0,RT0029,D005,R2,South,Benin,2021
C00462,Customer 00462,General Trade,SME,Medium,21,RT0029,D005,R2,South,Benin,2016
C00463,Customer 00463,General Trade,Key Account,Medium,14,RT0029,D005,R2,South,Benin,2017
C00464,Customer 00464,General Trade,SME,Large,30,RT0029,D005,R2,South,Benin,2016
C00465,Customer 00465,Wholesale,SME,Small,30,RT0029,D005,R2,South,Benin,2023
C00466,Customer 00466,HoReCa,SME,Small,30,RT0029,D005,R2,South,Benin,2018
C00467,Customer 00467,Modern Trade,SME,Medium,14,RT0029,D005,R2,South,Benin,2017
C00468,Customer 00468,General Trade,SME,Small,0,RT0030,D005,R2,South,Benin,2016
C00469,Customer 00469,General Trade,Micro,Small,30,RT0030,D005,R2,South,Benin,2021
C00470,Customer 00470,General Trade,SME,Small,21,RT0030,D005,R2,South,Benin,2018
C00471,Customer 00471,General Trade,Micro,Large,30,RT0030,D005,R2,South,Benin,2019
C00472,Customer 00472,Wholesale,SME,Small,7,RT0030,D005,R2,South,Benin,2021
C00473,Customer 00473,General Trade,SME,Medium,0,RT0030,D005,R2,South,Benin,2016
C00474,Customer 00474,General Trade,Micro,Small,7,RT0030,D005,R2,South,Benin,2022
C00475,Customer 00475,Wholesale,SME,Medium,30,RT0030,D005,R2,South,Benin,2021
C00476,Customer 00476,General Trade,Micro,Small,7,RT0030,D005,R2,South,Benin,2019
C00477,Customer 00477,General Trade,Mid-market,Large,0,RT0030,D005,R2,South,Benin,2019
C00478,Customer 00478,Modern Trade,Key Account,Large,14,RT0030,D005,R2,South,Benin,2018
C00479,Customer 00479,General Trade,Mid-market,Small,21,RT0030,D005,R2,South,Benin,2024
C00480,Customer 00480,General Trade,SME,Medium,21,RT0030,D005,R2,South,Benin,2019
C00481,Customer 00481,HoReCa,Micro,Small,14,RT0031,D005,R2,South,Benin,2017
C00482,Customer 00482,General Trade,Micro,Small,0,RT0031,D005,R2,South,Benin,2022
C00483,Customer 00483,Modern Trade,Mid-market,Medium,14,RT0031,D005,R2,South,Benin,2022
C00484,Customer 00484,General Trade,Mid-market,Medium,0,RT0031,D005,R2,South,Benin,2021
C00485,Customer 00485,General Trade,SME,Large,14,RT0031,D005,R2,South,Benin,2017
C00486,Customer 00486,Modern Trade,Micro,Medium,7,RT0031,D005,R2,South,Benin,2024
C00487,Customer 00487,General Trade,Mid-market,Small,0,RT0031,D005,R2,South,Benin,2022
C00488,Customer 00488,General Trade,Mid-market,Large,7,RT0031,D005,R2,South,Benin,2016
C00489,Customer 00489,General Trade,Mid-market,Medium,14,RT0031,D005,R2,South,Benin,2017
C00490,Customer 00490,General Trade,Micro,Medium,7,RT0031,D005,R2,South,Benin,2020
C00491,Customer 00491,General Trade,SME,Small,7,RT0031,D005,R2,South,Benin,2023
C00492,Customer 00492,General Trade,Micro,Small,21,RT0032,D006,R2,South,Port Harcourt,2024
C00493,Customer 00493,General Trade,Mid-market,Medium,21,RT0032,D006,R2,South,Port Harcourt,2020
C00494,Customer 00494,E-commerce,Key Account,Medium,30,RT0032,D006,R2,South,Port Harcourt,2023
C00495,Customer 00495,General Trade,Micro,Small,7,RT0032,D006,R2,South,Port Harcourt,2017
C00496,Customer 00496,Wholesale,Mid-market,Medium,14,RT0032,D006,R2,South,Port Harcourt,2023
C00497,Customer 00497,Modern Trade,Micro,Small,21,RT0032,D006,R2,South,Port Harcourt,2021
C00498,Customer 00498,Wholesale,Micro,Small,21,RT0032,D006,R2,South,Port Harcourt,2016
C00499,Customer 00499,Modern Trade,Mid-market,Medium,14,RT0032,D006,R2,South,Port Harcourt,2021
C00500,Customer 00500,General Trade,Micro,Small,0,RT0032,D006,R2,South,Port Harcourt,2022
C00501,Customer 00501,General Trade,SME,Medium,7,RT0032,D006,R2,South,Port Harcourt,2016
C00502,Customer 00502,HoReCa,SME,Medium,21,RT0033,D006,R2,South,Port Harcourt,2017
C00503,Customer 00503,General Trade,Micro,Small,0,RT0033,D006,R2,South,Port Harcourt,2018
C00504,Customer 00504,General Trade,Micro,Small,14,RT0033,D006,R2,South,Port Harcourt,2017
C00505,Customer 00505,E-commerce,Mid-market,Medium,30,RT0033,D006,R2,South,Port Harcourt,2022
C00506,Customer 00506,General Trade,SME,Small,0,RT0033,D006,R2,South,Port Harcourt,2018
C00507,Customer 00507,General Trade,Mid-market,Medium,14,RT0033,D006,R2,South,Port Harcourt,2024
C00508,Customer 00508,Modern Trade,Key Account,Small,30,RT0033,D006,R2,South,Port Harcourt,2018
C00509,Customer 00509,General Trade,SME,Medium,14,RT0033,D006,R2,South,Port Harcourt,2018
C00510,Customer 00510,General Trade,Micro,Small,14,RT0033,D006,R2,South,Port Harcourt,2022
C00511,Customer 00511,Modern Trade,SME,Small,21,RT0033,D006,R2,South,Port Harcourt,2023
C00512,Customer 00512,HoReCa,Mid-market,Small,30,RT0033,D006,R2,South,Port Harcourt,2022
C00513,Customer 00513,HoReCa,Mid-market,Medium,30,RT0033,D006,R2,South,Port Harcourt,2021
C00514,Customer 00514,General Trade,Key Account,Medium,0,RT0033,D006,R2,South,Port Harcourt,2020
C00515,Customer 00515,HoReCa,SME,Medium,7,RT0033,D006,R2,South,Port Harcourt,2021
C00516,Customer 00516,E-commerce,Mid-market,Small,14,RT0033,D006,R2,South,Port Harcourt,2016
C00517,Customer 00517,Wholesale,Micro,Small,14,RT0033,D006,R2,South,Port Harcourt,2019
C00518,Customer 00518,General Trade,Micro,Small,14,RT0034,D006,R2,South,Port Harcourt,2021
C00519,Customer 00519,Wholesale,Mid-market,Medium,30,RT0034,D006,R2,South,Port Harcourt,2016
C00520,Customer 00520,HoReCa,Key Account,Medium,0,RT0034,D006,R2,South,Port Harcourt,2016
C00521,Customer 00521,HoReCa,SME,Small,7,RT0034,D006,R2,South,Port Harcourt,2021
C00522,Customer 00522,Modern Trade,SME,Small,30,RT0034,D006,R2,South,Port Harcourt,2019
C00523,Customer 00523,General Trade,Mid-market,Large,7,RT0034,D006,R2,South,Port Harcourt,2020
C00524,Customer 00524,General Trade,Micro,Small,21,RT0034,D006,R2,South,Port Harcourt,2019
C00525,Customer 00525,General Trade,Micro,Small,21,RT0034,D006,R2,South,Port Harcourt,2023
C00526,Customer 00526,Wholesale,Key Account,Large,14,RT0034,D006,R2,South,Port Harcourt,2023
C00527,Customer 00527,Modern Trade,Micro,Small,21,RT0034,D006,R2,South,Port Harcourt,2017
C00528,Customer 00528,Wholesale,SME,Small,30,RT0034,D006,R2,South,Port Harcourt,2021
C00529,Customer 00529,General Trade,SME,Small,7,RT0034,D006,R2,South,Port Harcourt,2016
C00530,Customer 00530,General Trade,Mid-market,Medium,0,RT0034,D006,R2,South,Port Harcourt,2019
C00531,Customer 00531,HoReCa,Mid-market,Medium,30,RT0034,D006,R2,South,Port Harcourt,2024
C00532,Customer 00532,Wholesale,Micro,Medium,21,RT0034,D006,R2,South,Port Harcourt,2022
C00533,Customer 00533,General Trade,Micro,Small,14,RT0034,D006,R2,South,Port Harcourt,2018
C00534,Customer 00534,Wholesale,Key Account,Large,30,RT0034,D006,R2,South,Port Harcourt,2018
C00535,Customer 00535,Wholesale,Micro,Medium,14,RT0034,D006,R2,South,Port Harcourt,2018
C00536,Customer 00536,General Trade,Micro,Small,21,RT0035,D006,R2,South,Port Harcourt,2019
C00537,Customer 00537,Modern Trade,Micro,Medium,14,RT0035,D006,R2,South,Port Harcourt,2020
C00538,Customer 00538,General Trade,Key Account,Medium,7,RT0035,D006,R2,South,Port Harcourt,2019
C00539,Customer 00539,Wholesale,SME,Small,14,RT0035,D006,R2,South,Port Harcourt,2022
C00540,Customer 00540,Wholesale,SME,Medium,14,RT0035,D006,R2,South,Port Harcourt,2020
C00541,Customer 00541,General Trade,SME,Medium,30,RT0035,D006,R2,South,Port Harcourt,2017
C00542,Customer 00542,Modern Trade,SME,Small,7,RT0035,D006,R2,South,Port Harcourt,2018
C00543,Customer 00543,General Trade,Mid-market,Medium,7,RT0035,D006,R2,South,Port Harcourt,2022
C00544,Customer 00544,Modern Trade,Micro,Small,30,RT0035,D006,R2,South,Port Harcourt,2023
C00545,Customer 00545,Modern Trade,SME,Medium,7,RT0035,D006,R2,South,Port Harcourt,2019
C00546,Customer 00546,Modern Trade,Key Account,Large,21,RT0036,D006,R2,South,Port Harcourt,2020
C00547,Customer 00547,HoReCa,SME,Large,21,RT0036,D006,R2,South,Port Harcourt,2017
C00548,Customer 00548,Wholesale,SME,Medium,30,RT0036,D006,R2,South,Port Harcourt,2022
C00549,Customer 00549,Modern Trade,Micro,Medium,14,RT0036,D006,R2,South,Port Harcourt,2023
C00550,Customer 00550,General Trade,Micro,Medium,21,RT0036,D006,R2,South,Port Harcourt,2021
C00551,Customer 00551,Wholesale,SME,Medium,7,RT0036,D006,R2,South,Port Harcourt,2017
C00552,Customer 00552,General Trade,SME,Small,21,RT0036,D006,R2,South,Port Harcourt,2019
C00553,Customer 00553,General Trade,Key Account,Medium,14,RT0036,D006,R2,South,Port Harcourt,2016
C00554,Customer 00554,General Trade,Mid-market,Small,7,RT0036,D006,R2,South,Port Harcourt,2017
C00555,Customer 00555,Wholesale,Micro,Small,30,RT0036,D006,R2,South,Port Harcourt,2020
C00556,Customer 00556,General Trade,Micro,Small,30,RT0036,D006,R2,South,Port Harcourt,2016
C00557,Customer 00557,General Trade,Key Account,Medium,14,RT0036,D006,R2,South,Port Harcourt,2022
C00558,Customer 00558,General Trade,SME,Small,7,RT0036,D006,R2,South,Port Harcourt,2023
C00559,Customer 00559,General Trade,Micro,Medium,7,RT0036,D006,R2,South,Port Harcourt,2021
C00560,Customer 00560,General Trade,Mid-market,Small,14,RT0036,D006,R2,South,Port Harcourt,2019
C00561,Customer 00561,Wholesale,Micro,Medium,21,RT0037,D006,R2,South,Port Harcourt,2017
C00562,Customer 00562,Modern Trade,SME,Medium,7,RT0037,D006,R2,South,Port Harcourt,2017
C00563,Customer 00563,HoReCa,Micro,Large,30,RT0037,D006,R2,South,Port Harcourt,2021
C00564,Customer 00564,Modern Trade,Micro,Small,21,RT0037,D006,R2,South,Port Harcourt,2017
C00565,Customer 00565,General Trade,Micro,Small,0,RT0037,D006,R2,South,Port Harcourt,2018
C00566,Customer 00566,General Trade,Mid-market,Medium,30,RT0037,D006,R2,South,Port Harcourt,2020
C00567,Customer 00567,General Trade,Key Account,Medium,7,RT0037,D006,R2,South,Port Harcourt,2022
C00568,Customer 00568,Modern Trade,Micro,Small,21,RT0037,D006,R2,South,Port Harcourt,2018
C00569,Customer 00569,HoReCa,SME,Small,14,RT0037,D006,R2,South,Port Harcourt,2017
C00570,Customer 00570,Modern Trade,Mid-market,Medium,14,RT0037,D006,R2,South,Port Harcourt,2021
C00571,Customer 00571,Wholesale,Micro,Medium,7,RT0037,D006,R2,South,Port Harcourt,2016
C00572,Customer 00572,Modern Trade,SME,Small,0,RT0037,D006,R2,South,Port Harcourt,2018
C00573,Customer 00573,General Trade,Micro,Small,14,RT0037,D006,R2,South,Port Harcourt,2016
C00574,Customer 00574,Modern Trade,SME,Medium,30,RT0037,D006,R2,South,Port Harcourt,2019
C00575,Customer 00575,HoReCa,Micro,Medium,30,RT0037,D006,R2,South,Port Harcourt,2018
C00576,Customer 00576,Modern Trade,Key Account,Small,30,RT0037,D006,R2,South,Port Harcourt,2019
C00577,Customer 00577,Wholesale,Micro,Medium,30,RT0037,D006,R2,South,Port Harcourt,2018
C00578,Customer 00578,General Trade,SME,Small,0,RT0037,D006,R2,South,Port Harcourt,2019
C00579,Customer 00579,Wholesale,SME,Small,21,RT0037,D006,R2,South,Port Harcourt,2018
C00580,Customer 00580,General Trade,Micro,Medium,7,RT0038,D007,R3,East,Owerri,2017
C00581,Customer 00581,General Trade,Key Account,Large,7,RT0038,D007,R3,East,Owerri,2019
C00582,Customer 00582,General Trade,Key Account,Medium,21,RT0038,D007,R3,East,Owerri,2021
