ReturnID,InvoiceID,SalesLineID,ReturnDate,ReturnDateKey,DistributorID,CustomerID,ProductID,ReturnQty,ReturnValue,ReturnReason
RET000259,INV0009587,LINE000022429,2024-06-27,20240627,D014,C01214,SKU050,6,10057.65,Damaged
RET000260,INV0009612,LINE000022488,2024-07-13,20240713,D015,C01338,SKU008,8,6030.38,Short-dated
RET000261,INV0009656,LINE000022604,2024-07-01,20240701,D003,C00284,SKU022,3,2103.93,Expired
RET000262,INV0009745,LINE000022785,2024-07-05,20240705,D005,C00399,SKU006,4,5923.26,Promo Return
RET000263,INV0009767,LINE000022835,2024-07-04,20240704,D016,C01408,SKU042,3,1269.97,Customer Refusal
RET000264,INV0009769,LINE000022841,2024-07-14,20240714,D011,C00972,SKU041,18,13690.07,Damaged
RET000265,INV0009811,LINE000022934,2024-07-05,20240705,D009,C00739,SKU031,3,7900.76,Damaged
RET000266,INV0009884,LINE000023085,2024-07-24,20240724,D008,C00721,SKU012,4,1995.57,Damaged
RET000267,INV0009910,LINE000023148,2024-07-10,20240710,D011,C01014,SKU041,18,13762.65,Expired
RET000268,INV0009915,LINE000023161,2024-07-24,20240724,D008,C00691,SKU047,3,7603.67,Customer Refusal
RET000269,INV0009917,LINE000023165,2024-07-17,20240717,D003,C00176,SKU008,3,2309.27,Damaged
RET000270,INV0009935,LINE000023210,2024-07-04,20240704,D003,C00240,SKU052,9,6150.02,Promo Return
RET000271,INV0009966,LINE000023284,2024-07-05,20240705,D011,C01035,SKU040,2,2578.93,Wrong Item
RET000272,INV0009983,LINE000023328,2024-07-07,20240707,D005,C00450,SKU055,2,6996.67,Damaged
RET000273,INV0009994,LINE000023351,2024-07-08,20240708,D008,C00687,SKU008,9,6783.78,Damaged
RET000274,INV0010039,LINE000023449,2024-07-07,20240707,D014,C01210,SKU010,5,7234.46,Short-dated
RET000275,INV0010150,LINE000023711,2024-07-13,20240713,D012,C01080,SKU002,6,3622.14,Damaged
RET000276,INV0010154,LINE000023718,2024-07-10,20240710,D017,C01481,SKU003,52,24780.33,Expired
RET000277,INV0010199,LINE000023823,2024-07-13,20240713,D011,C01011,SKU046,2,3505.21,Expired
RET000278,INV0010231,LINE000023888,2024-07-11,20240711,D003,C00288,SKU001,8,5473.89,Damaged
RET000279,INV0010274,LINE000023985,2024-08-01,20240801,D015,C01326,SKU009,2,2162.59,Damaged
RET000280,INV0010278,LINE000023994,2024-07-14,20240714,D012,C01106,SKU018,42,31436.4,Wrong Item
RET000281,INV0010430,LINE000024344,2024-07-13,20240713,D009,C00761,SKU056,3,4068.91,Damaged
RET000282,INV0010472,LINE000024445,2024-07-21,20240721,D016,C01436,SKU036,6,7973.69,Customer Refusal
RET000283,INV0010489,LINE000024498,2024-07-22,20240722,D015,C01360,SKU033,1,2793.66,Promo Return
RET000284,INV0010492,LINE000024504,2024-07-15,20240715,D011,C00967,SKU040,4,5161.23,Customer Refusal
RET000285,INV0010506,LINE000024539,2024-07-22,20240722,D001,C00029,SKU009,2,2155.26,Expired
RET000286,INV0010528,LINE000024586,2024-07-20,20240720,D013,C01131,SKU051,3,8119.21,Damaged
RET000287,INV0010613,LINE000024790,2024-07-20,20240720,D006,C00495,SKU025,3,9286.1,Expired
RET000288,INV0010619,LINE000024801,2024-07-26,20240726,D017,C01509,SKU059,24,20002.64,Promo Return
RET000289,INV0010624,LINE000024813,2024-07-21,20240721,D002,C00138,SKU056,1,1369.95,Expired
RET000290,INV0010625,LINE000024817,2024-07-21,20240721,D004,C00368,SKU036,4,5245.35,Expired
RET000291,INV0010646,LINE000024872,2024-07-28,20240728,D013,C01181,SKU028,1,1578.7,Promo Return
RET000292,INV0010692,LINE000024980,2024-07-18,20240718,D007,C00588,SKU023,2,3729.57,Wrong Item
RET000293,INV0010803,LINE000025244,2024-07-25,20240725,D015,C01360,SKU039,3,9032.89,Damaged
RET000294,INV0010822,LINE000025282,2024-07-30,20240730,D001,C00078,SKU057,40,45621.32,Wrong Item
RET000295,INV0010863,LINE000025381,2024-07-24,20240724,D016,C01429,SKU058,2,2633.32,Customer Refusal
RET000296,INV0010890,LINE000025442,2024-07-22,20240722,D002,C00108,SKU024,54,183985.18,Damaged
RET000297,INV0010913,LINE000025487,2024-08-03,20240803,D017,C01466,SKU002,2,1221.73,Promo Return
RET000298,INV0011033,LINE000025777,2024-08-05,20240805,D004,C00330,SKU059,68,59263.87,Damaged
RET000299,INV0011074,LINE000025866,2024-07-26,20240726,D014,C01252,SKU013,5,2024.34,Customer Refusal
RET000300,INV0011076,LINE000025870,2024-08-14,20240814,D010,C00865,SKU009,8,8294.02,Damaged
RET000301,INV0011102,LINE000025937,2024-07-25,20240725,D003,C00208,SKU015,7,5870.42,Damaged
RET000302,INV0011131,LINE000026003,2024-07-30,20240730,D001,C00049,SKU037,3,1751.76,Short-dated
RET000303,INV0011134,LINE000026007,2024-07-26,20240726,D008,C00729,SKU009,1,1062.41,Wrong Item
RET000304,INV0011138,LINE000026017,2024-07-27,20240727,D014,C01236,SKU010,3,4667.49,Expired
RET000305,INV0011192,LINE000026114,2024-07-28,20240728,D016,C01421,SKU015,1,822.92,Wrong Item
RET000306,INV0011220,LINE000026172,2024-07-30,20240730,D010,C00871,SKU037,7,3800.38,Customer Refusal
RET000307,INV0011224,LINE000026186,2024-07-30,20240730,D004,C00321,SKU006,3,4703.77,Wrong Item
RET000308,INV0011237,LINE000026214,2024-08-04,20240804,D011,C00978,SKU036,16,20406.79,Wrong Item
RET000309,INV0011242,LINE000026226,2024-08-03,20240803,D002,C00107,SKU026,4,4024.87,Wrong Item
RET000310,INV0011283,LINE000026313,2024-07-29,20240729,D001,C00031,SKU029,6,11931.52,Damaged
RET000311,INV0011318,LINE000026382,2024-08-01,20240801,D012,C01107,SKU058,27,33267.26,Expired
RET000312,INV0011400,LINE000026550,2024-08-04,20240804,D017,C01474,SKU059,1,879.23,Promo Return
RET000313,INV0011438,LINE000026640,2024-08-14,20240814,D012,C01105,SKU036,2,2696.28,Short-dated
RET000314,INV0011453,LINE000026681,2024-08-13,20240813,D007,C00609,SKU026,88,84132.31,Customer Refusal
RET000315,INV0011488,LINE000026756,2024-08-12,20240812,D006,C00532,SKU002,12,7098.8,Damaged
RET000316,INV0011530,LINE000026846,2024-08-04,20240804,D009,C00791,SKU002,3,1888.5,Expired
RET000317,INV0011566,LINE000026916,2024-08-17,20240817,D006,C00504,SKU021,4,2211.24,Damaged
RET000318,INV0011579,LINE000026947,2024-08-04,20240804,D013,C01153,SKU035,34,35258.01,Promo Return
RET000319,INV0011598,LINE000026987,2024-08-16,20240816,D003,C00173,SKU025,1,3078.77,Short-dated
RET000320,INV0011616,LINE000027030,2024-08-10,20240810,D007,C00652,SKU028,4,6261.38,Promo Return
RET000321,INV0011658,LINE000027124,2024-08-07,20240807,D010,C00917,SKU052,4,2865.08,Damaged
RET000322,INV0011674,LINE000027158,2024-08-11,20240811,D004,C00343,SKU004,1,524.18,Wrong Item
RET000323,INV0011688,LINE000027182,2024-08-09,20240809,D005,C00379,SKU039,22,64240.88,Damaged
RET000324,INV0011708,LINE000027239,2024-08-06,20240806,D017,C01478,SKU023,34,60660.23,Expired
RET000325,INV0011724,LINE000027272,2024-08-13,20240813,D016,C01418,SKU051,6,15555.12,Wrong Item
RET000326,INV0011754,LINE000027340,2024-08-07,20240807,D004,C00318,SKU023,5,9558.85,Damaged
RET000327,INV0011765,LINE000027365,2024-08-11,20240811,D011,C00997,SKU039,37,109027.98,Customer Refusal
RET000328,INV0011771,LINE000027381,2024-08-07,20240807,D015,C01362,SKU056,51,68549.2,Customer Refusal
RET000329,INV0011812,LINE000027472,2024-08-08,20240808,D017,C01503,SKU013,2,800.44,Short-dated
RET000330,INV0011823,LINE000027501,2024-08-21,20240821,D007,C00625,SKU046,3,5205.09,Damaged
RET000331,INV0011882,LINE000027639,2024-08-11,20240811,D017,C01499,SKU039,3,9016.34,Damaged
RET000332,INV0011887,LINE000027651,2024-08-19,20240819,D010,C00909,SKU022,34,23493.15,Expired
RET000333,INV0011919,LINE000027721,2024-08-18,20240818,D004,C00318,SKU015,3,2472.17,Expired
RET000334,INV0011927,LINE000027742,2024-08-31,20240831,D016,C01430,SKU057,25,29974.16,Short-dated
RET000335,INV0011933,LINE000027755,2024-08-10,20240810,D011,C01038,SKU012,5,2391.99,Promo Return
RET000336,INV0011941,LINE000027772,2024-08-09,20240809,D006,C00568,SKU056,13,17277.69,Customer Refusal
RET000337,INV0011954,LINE000027803,2024-08-10,20240810,D017,C01462,SKU038,12,19749.63,Damaged
RET000338,INV0011987,LINE000027875,2024-08-14,20240814,D003,C00295,SKU012,27,13591.96,Damaged
RET000339,INV0012011,LINE000027936,2024-08-13,20240813,D007,C00587,SKU044,4,12496.96,Customer Refusal
RET000340,INV0012039,LINE000027992,2024-08-26,20240826,D014,C01284,SKU019,3,1858.73,Damaged
RET000341,INV0012074,LINE000028070,2024-08-13,20240813,D017,C01474,SKU025,1,3038.72,Promo Return
RET000342,INV0012180,LINE000028318,2024-08-19,20240819,D012,C01058,SKU004,5,2640.49,Short-dated
RET000343,INV0012230,LINE000028446,2024-08-14,20240814,D005,C00372,SKU038,2,3200.95,Promo Return
RET000344,INV0012291,LINE000028579,2024-08-28,20240828,D012,C01075,SKU003,25,11686.91,Damaged
RET000345,INV0012297,LINE000028593,2024-08-18,20240818,D005,C00411,SKU032,3,1479.94,Expired
RET000346,INV0012389,LINE000028800,2024-08-19,20240819,D017,C01485,SKU057,16,19085.43,Promo Return
RET000347,INV0012391,LINE000028804,2024-09-07,20240907,D006,C00550,SKU024,6,21331.86,Damaged
RET000348,INV0012403,LINE000028835,2024-08-22,20240822,D006,C00541,SKU028,1,1614.32,Expired
RET000349,INV0012483,LINE000029014,2024-08-20,20240820,D010,C00894,SKU014,11,12509.51,Promo Return
RET000350,INV0012503,LINE000029057,2024-08-21,20240821,D011,C01034,SKU056,3,4304.51,Wrong Item
RET000351,INV0012522,LINE000029102,2024-08-20,20240820,D010,C00916,SKU038,2,3390.02,Damaged
RET000352,INV0012537,LINE000029131,2024-08-23,20240823,D003,C00170,SKU047,50,120652.08,Damaged
RET000353,INV0012549,LINE000029157,2024-08-27,20240827,D008,C00702,SKU011,3,7021.74,Damaged
RET000354,INV0012571,LINE000029213,2024-08-24,20240824,D009,C00808,SKU021,2,1095.08,Wrong Item
RET000355,INV0012704,LINE000029527,2024-08-26,20240826,D006,C00578,SKU025,3,9409.65,Customer Refusal
RET000356,INV0012758,LINE000029665,2024-09-03,20240903,D014,C01236,SKU033,4,11146.04,Damaged
RET000357,INV0012777,LINE000029706,2024-08-31,20240831,D002,C00156,SKU043,5,14950.88,Damaged
RET000358,INV0012790,LINE000029744,2024-08-27,20240827,D004,C00304,SKU004,2,1033.11,Wrong Item
RET000359,INV0012803,LINE000029778,2024-08-27,20240827,D004,C00305,SKU015,1,854.65,Wrong Item
RET000360,INV0012806,LINE000029785,2024-08-31,20240831,D012,C01070,SKU027,4,4926.68,Expired
RET000361,INV0012835,LINE000029863,2024-09-03,20240903,D004,C00337,SKU049,33,66847.95,Damaged
RET000362,INV0012874,LINE000029950,2024-09-09,20240909,D003,C00230,SKU011,6,14022.55,Expired
RET000363,INV0012903,LINE000030017,2024-09-09,20240909,D001,C00022,SKU028,9,14436.6,Damaged
RET000364,INV0012910,LINE000030035,2024-08-28,20240828,D017,C01478,SKU017,13,36884.24,Short-dated
RET000365,INV0012928,LINE000030072,2024-08-28,20240828,D003,C00257,SKU015,3,2526.81,Wrong Item
RET000366,INV0012931,LINE000030077,2024-09-10,20240910,D002,C00124,SKU053,7,16879.78,Damaged
RET000367,INV0012976,LINE000030182,2024-08-31,20240831,D009,C00800,SKU060,15,15246.96,Expired
RET000368,INV0012992,LINE000030215,2024-09-09,20240909,D002,C00135,SKU045,1,939.19,Expired
RET000369,INV0013000,LINE000030232,2024-08-31,20240831,D008,C00713,SKU048,6,13517.22,Damaged
RET000370,INV0013057,LINE000030358,2024-09-05,20240905,D012,C01096,SKU046,6,10389.57,Damaged
RET000371,INV0013123,LINE000030504,2024-09-04,20240904,D001,C00079,SKU048,101,222387.24,Damaged
RET000372,INV0013151,LINE000030573,2024-09-06,20240906,D015,C01348,SKU027,2,2474.39,Promo Return
RET000373,INV0013152,LINE000030577,2024-09-03,20240903,D008,C00678,SKU041,8,6235.39,Damaged
RET000374,INV0013196,LINE000030677,2024-09-04,20240904,D004,C00333,SKU007,2,2430.0,Wrong Item
RET000375,INV0013284,LINE000030869,2024-09-18,20240918,D004,C00326,SKU017,2,5993.23,Damaged
RET000376,INV0013357,LINE000031038,2024-09-11,20240911,D008,C00716,SKU035,2,2205.58,Short-dated
RET000377,INV0013386,LINE000031112,2024-09-07,20240907,D009,C00744,SKU023,5,9492.66,Wrong Item
RET000378,INV0013405,LINE000031151,2024-09-07,20240907,D011,C01042,SKU055,4,13962.99,Damaged
RET000379,INV0013420,LINE000031185,2024-09-11,20240911,D007,C00587,SKU058,1,1336.8,Wrong Item
RET000380,INV0013469,LINE000031301,2024-09-07,20240907,D010,C00916,SKU041,4,3071.94,Damaged
RET000381,INV0013472,LINE000031307,2024-09-09,20240909,D005,C00388,SKU016,6,3829.64,Customer Refusal
RET000382,INV0013549,LINE000031491,2024-09-14,20240914,D005,C00439,SKU040,3,3819.79,Promo Return
RET000383,INV0013550,LINE000031496,2024-09-30,20240930,D003,C00260,SKU054,4,9284.44,Expired
RET000384,INV0013568,LINE000031535,2024-09-08,20240908,D017,C01467,SKU023,3,5672.36,Promo Return
RET000385,INV0013646,LINE000031707,2024-09-15,20240915,D002,C00125,SKU022,5,3518.83,Damaged
RET000386,INV0013794,LINE000032057,2024-09-14,20240914,D007,C00584,SKU007,3,3722.38,Damaged
RET000387,INV0013801,LINE000032072,2024-09-19,20240919,D005,C00445,SKU038,9,14917.81,Wrong Item
RET000388,INV0013868,LINE000032211,2024-09-16,20240916,D016,C01404,SKU012,5,2430.05,Expired
RET000389,INV0013926,LINE000032359,2024-09-24,20240924,D013,C01199,SKU007,4,4882.57,Short-dated
RET000390,INV0013976,LINE000032474,2024-09-23,20240923,D011,C01029,SKU036,7,9003.03,Damaged
RET000391,INV0013985,LINE000032498,2024-09-22,20240922,D017,C01466,SKU012,2,1004.71,Damaged
RET000392,INV0013990,LINE000032514,2024-09-16,20240916,D008,C00712,SKU006,8,12467.37,Damaged
RET000393,INV0014002,LINE000032543,2024-09-22,20240922,D008,C00681,SKU007,2,2464.42,Expired
RET000394,INV0014060,LINE000032692,2024-09-21,20240921,D004,C00349,SKU016,14,8602.75,Wrong Item
RET000395,INV0014096,LINE000032769,2024-09-18,20240918,D015,C01348,SKU060,2,2042.22,Damaged
RET000396,INV0014131,LINE000032861,2024-10-04,20241004,D006,C00522,SKU027,41,46905.36,Customer Refusal
RET000397,INV0014198,LINE000033024,2024-09-24,20240924,D005,C00449,SKU001,1,693.12,Damaged
RET000398,INV0014249,LINE000033149,2024-09-25,20240925,D005,C00417,SKU019,3,1843.33,Promo Return
RET000399,INV0014305,LINE000033288,2024-09-30,20240930,D004,C00364,SKU028,11,17243.16,Damaged
RET000400,INV0014401,LINE000033512,2024-09-24,20240924,D004,C00304,SKU024,1,3586.93,Promo Return
RET000401,INV0014493,LINE000033716,2024-10-04,20241004,D004,C00321,SKU056,1,1387.58,Short-dated
RET000402,INV0014501,LINE000033733,2024-10-09,20241009,D001,C00040,SKU009,5,5260.75,Customer Refusal
RET000403,INV0014524,LINE000033783,2024-09-29,20240929,D012,C01078,SKU057,6,7123.77,Wrong Item
RET000404,INV0014525,LINE000033786,2024-10-03,20241003,D003,C00168,SKU023,3,5743.62,Promo Return
RET000405,INV0014528,LINE000033793,2024-09-30,20240930,D007,C00656,SKU021,8,4228.08,Damaged
RET000406,INV0014530,LINE000033798,2024-10-04,20241004,D011,C00972,SKU030,17,32386.52,Damaged
RET000407,INV0014619,LINE000033998,2024-10-04,20241004,D016,C01395,SKU006,4,6207.93,Expired
RET000408,INV0014653,LINE000034088,2024-10-13,20241013,D013,C01194,SKU021,1,555.03,Expired
RET000409,INV0014706,LINE000034201,2024-10-06,20241006,D003,C00189,SKU030,4,7694.11,Damaged
RET000410,INV0014718,LINE000034226,2024-09-30,20240930,D007,C00652,SKU037,3,1706.87,Customer Refusal
RET000411,INV0014723,LINE000034243,2024-09-30,20240930,D010,C00862,SKU009,2,2135.6,Promo Return
RET000412,INV0014724,LINE000034246,2024-09-29,20240929,D015,C01330,SKU035,1,1068.05,Wrong Item
RET000413,INV0014900,LINE000034668,2024-10-05,20241005,D017,C01483,SKU010,1,1515.22,Wrong Item
RET000414,INV0014938,LINE000034769,2024-10-05,20241005,D014,C01276,SKU058,3,3930.75,Promo Return
RET000415,INV0014960,LINE000034817,2024-10-16,20241016,D015,C01353,SKU008,8,6070.29,Customer Refusal
RET000416,INV0014983,LINE000034874,2024-10-04,20241004,D003,C00172,SKU023,3,5516.27,Promo Return
RET000417,INV0015028,LINE000034989,2024-10-06,20241006,D003,C00201,SKU035,25,26499.81,Customer Refusal
RET000418,INV0015038,LINE000035022,2024-10-10,20241010,D007,C00669,SKU044,2,6424.59,Promo Return
RET000419,INV0015078,LINE000035120,2024-10-06,20241006,D008,C00725,SKU015,3,2571.61,Damaged
RET000420,INV0015096,LINE000035165,2024-10-10,20241010,D010,C00844,SKU022,66,47080.19,Damaged
RET000421,INV0015108,LINE000035192,2024-10-08,20241008,D011,C00956,SKU017,2,6135.36,Expired
RET000422,INV0015131,LINE000035255,2024-10-09,20241009,D015,C01372,SKU002,3,1846.5,Expired
RET000423,INV0015189,LINE000035400,2024-10-12,20241012,D015,C01347,SKU013,7,2852.19,Short-dated
RET000424,INV0015193,LINE000035406,2024-10-12,20241012,D013,C01185,SKU057,22,26376.83,Short-dated
RET000425,INV0015251,LINE000035546,2024-10-13,20241013,D010,C00929,SKU017,4,12024.46,Short-dated
RET000426,INV0015262,LINE000035570,2024-10-18,20241018,D009,C00813,SKU028,3,4770.48,Expired
RET000427,INV0015294,LINE000035646,2024-10-13,20241013,D011,C01023,SKU008,2,1497.05,Expired
RET000428,INV0015331,LINE000035728,2024-10-14,20241014,D008,C00702,SKU001,1,681.25,Promo Return
RET000429,INV0015339,LINE000035748,2024-10-12,20241012,D015,C01358,SKU036,11,13840.23,Short-dated
RET000430,INV0015425,LINE000035957,2024-10-13,20241013,D009,C00756,SKU019,4,2388.15,Promo Return
RET000431,INV0015535,LINE000036212,2024-10-21,20241021,D004,C00369,SKU031,17,41323.42,Expired
RET000432,INV0015536,LINE000036213,2024-10-18,20241018,D011,C01017,SKU052,22,14983.91,Damaged
RET000433,INV0015568,LINE000036288,2024-10-17,20241017,D014,C01291,SKU028,3,4740.05,Customer Refusal
RET000434,INV0015602,LINE000036373,2024-10-16,20241016,D012,C01112,SKU007,2,2407.11,Damaged
RET000435,INV0015683,LINE000036577,2024-10-19,20241019,D001,C00031,SKU046,3,5138.79,Expired
RET000436,INV0015729,LINE000036701,2024-10-20,20241020,D011,C01045,SKU047,15,37913.83,Customer Refusal
RET000437,INV0015763,LINE000036787,2024-10-18,20241018,D009,C00828,SKU021,2,1082.93,Short-dated
RET000438,INV0015906,LINE000037118,2024-10-21,20241021,D011,C01042,SKU028,1,1567.15,Wrong Item
RET000439,INV0015944,LINE000037220,2024-10-22,20241022,D013,C01150,SKU025,17,51135.54,Expired
RET000440,INV0016035,LINE000037434,2024-10-24,20241024,D009,C00734,SKU034,3,10264.67,Customer Refusal
RET000441,INV0016147,LINE000037683,2024-10-24,20241024,D014,C01296,SKU018,117,86288.89,Damaged
RET000442,INV0016149,LINE000037688,2024-11-07,20241107,D002,C00120,SKU019,3,1876.1,Wrong Item
RET000443,INV0016155,LINE000037701,2024-10-24,20241024,D013,C01185,SKU038,18,29194.94,Damaged
RET000444,INV0016165,LINE000037717,2024-11-03,20241103,D003,C00185,SKU013,1,404.3,Wrong Item
RET000445,INV0016203,LINE000037807,2024-11-01,20241101,D016,C01428,SKU002,1,616.23,Promo Return
RET000446,INV0016309,LINE000038058,2024-10-29,20241029,D010,C00885,SKU056,5,6901.62,Damaged
RET000447,INV0016380,LINE000038211,2024-11-07,20241107,D010,C00906,SKU014,6,7154.73,Customer Refusal
RET000448,INV0016383,LINE000038219,2024-10-30,20241030,D002,C00108,SKU019,11,6590.45,Wrong Item
RET000449,INV0016416,LINE000038298,2024-10-31,20241031,D013,C01192,SKU029,3,5888.13,Promo Return
RET000450,INV0016419,LINE000038302,2024-11-09,20241109,D009,C00836,SKU053,2,4832.3,Wrong Item
RET000451,INV0016482,LINE000038469,2024-11-03,20241103,D008,C00720,SKU011,15,33593.49,Short-dated
RET000452,INV0016538,LINE000038604,2024-11-14,20241114,D002,C00139,SKU002,2,1232.97,Promo Return
RET000453,INV0016576,LINE000038690,2024-11-04,20241104,D008,C00699,SKU023,7,12827.58,Expired
RET000454,INV0016658,LINE000038871,2024-11-04,20241104,D009,C00807,SKU059,5,4291.41,Damaged
RET000455,INV0016703,LINE000038978,2024-11-06,20241106,D015,C01355,SKU018,3,2313.25,Expired
RET000456,INV0016751,LINE000039084,2024-11-05,20241105,D002,C00161,SKU037,18,10097.31,Expired
RET000457,INV0016771,LINE000039129,2024-11-09,20241109,D012,C01089,SKU036,3,3978.95,Damaged
RET000458,INV0016786,LINE000039161,2024-11-16,20241116,D017,C01502,SKU015,48,39409.59,Damaged
RET000459,INV0016819,LINE000039235,2024-11-14,20241114,D009,C00771,SKU016,6,3818.96,Damaged
RET000460,INV0016829,LINE000039261,2024-11-15,20241115,D014,C01298,SKU014,1,1210.25,Promo Return
RET000461,INV0016853,LINE000039315,2024-11-19,20241119,D015,C01353,SKU020,4,5462.4,Damaged
RET000462,INV0016858,LINE000039321,2024-11-09,20241109,D017,C01449,SKU032,3,1543.14,Damaged
RET000463,INV0016923,LINE000039464,2024-11-21,20241121,D011,C01002,SKU027,7,8786.72,Damaged
RET000464,INV0016936,LINE000039490,2024-11-30,20241130,D010,C00847,SKU020,28,34950.01,Damaged
RET000465,INV0016988,LINE000039606,2024-11-14,20241114,D010,C00895,SKU052,15,10524.67,Short-dated
RET000466,INV0017025,LINE000039695,2024-11-22,20241122,D004,C00332,SKU054,22,51822.33,Damaged
RET000467,INV0017027,LINE000039698,2024-11-10,20241110,D011,C01048,SKU060,6,6162.45,Damaged
RET000468,INV0017157,LINE000040029,2024-11-13,20241113,D010,C00912,SKU034,6,20208.51,Customer Refusal
RET000469,INV0017180,LINE000040081,2024-11-20,20241120,D010,C00927,SKU027,2,2516.35,Short-dated
RET000470,INV0017228,LINE000040187,2024-11-14,20241114,D016,C01434,SKU028,15,23018.33,Wrong Item
RET000471,INV0017261,LINE000040279,2024-11-14,20241114,D002,C00145,SKU011,5,11545.75,Expired
RET000472,INV0017265,LINE000040291,2024-11-28,20241128,D002,C00105,SKU004,1,520.37,Promo Return
RET000473,INV0017272,LINE000040306,2024-11-15,20241115,D002,C00117,SKU008,2,1526.76,Wrong Item
RET000474,INV0017383,LINE000040566,2024-11-21,20241121,D014,C01286,SKU004,2,1035.24,Expired
RET000475,INV0017420,LINE000040647,2024-11-17,20241117,D007,C00604,SKU017,3,9160.34,Wrong Item
RET000476,INV0017426,LINE000040656,2024-11-15,20241115,D014,C01297,SKU051,9,24520.75,Damaged
RET000477,INV0017445,LINE000040703,2024-11-28,20241128,D008,C00692,SKU042,1,428.13,Damaged
RET000478,INV0017466,LINE000040746,2024-12-06,20241206,D006,C00507,SKU056,4,5647.3,Damaged
RET000479,INV0017468,LINE000040754,2024-11-22,20241122,D005,C00425,SKU016,2,1247.0,Promo Return
RET000480,INV0017513,LINE000040871,2024-11-19,20241119,D010,C00860,SKU003,23,10899.42,Short-dated
RET000481,INV0017530,LINE000040909,2024-11-17,20241117,D010,C00864,SKU051,11,28617.91,Customer Refusal
RET000482,INV0017533,LINE000040917,2024-11-24,20241124,D002,C00106,SKU038,5,8297.75,Wrong Item
RET000483,INV0017555,LINE000040961,2024-11-20,20241120,D016,C01386,SKU014,6,6931.27,Damaged
RET000484,INV0017623,LINE000041134,2024-12-02,20241202,D004,C00342,SKU053,2,4774.21,Wrong Item
RET000485,INV0017647,LINE000041188,2024-11-24,20241124,D004,C00342,SKU007,8,9782.95,Short-dated
RET000486,INV0017648,LINE000041191,2024-11-20,20241120,D017,C01464,SKU013,3,1212.56,Expired
RET000487,INV0017654,LINE000041208,2024-11-30,20241130,D014,C01309,SKU047,11,28177.61,Damaged
RET000488,INV0017656,LINE000041213,2024-12-02,20241202,D002,C00127,SKU008,2,1533.54,Damaged
RET000489,INV0017683,LINE000041276,2024-11-26,20241126,D004,C00307,SKU059,5,4035.91,Promo Return
RET000490,INV0017705,LINE000041329,2024-11-22,20241122,D016,C01416,SKU057,13,15729.07,Promo Return
RET000491,INV0017752,LINE000041442,2024-11-22,20241122,D017,C01476,SKU024,6,20851.52,Short-dated
RET000492,INV0017857,LINE000041683,2024-11-24,20241124,D004,C00359,SKU020,2,2639.5,Damaged
RET000493,INV0017933,LINE000041872,2024-11-29,20241129,D015,C01349,SKU009,3,3155.46,Wrong Item
RET000494,INV0017950,LINE000041913,2024-11-29,20241129,D016,C01434,SKU026,63,58084.9,Expired
RET000495,INV0017993,LINE000042024,2024-11-30,20241130,D001,C00029,SKU032,5,2552.61,Damaged
RET000496,INV0018068,LINE000042208,2024-12-05,20241205,D006,C00549,SKU014,14,15425.09,Expired
RET000497,INV0018099,LINE000042277,2024-11-29,20241129,D014,C01314,SKU056,25,34181.31,Damaged
RET000498,INV0018102,LINE000042285,2024-11-30,20241130,D010,C00842,SKU002,12,7489.05,Damaged
RET000499,INV0018124,LINE000042336,2024-11-27,20241127,D015,C01340,SKU054,5,11931.42,Damaged
RET000500,INV0018201,LINE000042522,2024-12-07,20241207,D006,C00552,SKU039,7,21726.97,Damaged
RET000501,INV0018252,LINE000042639,2024-12-19,20241219,D011,C01021,SKU047,2,5110.56,Promo Return
RET000502,INV0018283,LINE000042700,2024-12-19,20241219,D014,C01306,SKU016,4,2550.12,Expired
RET000503,INV0018289,LINE000042718,2024-11-30,20241130,D006,C00575,SKU037,5,2794.15,Damaged
RET000504,INV0018290,LINE000042719,2024-12-03,20241203,D012,C01097,SKU001,2,1320.1,Expired
RET000505,INV0018304,LINE000042754,2024-12-03,20241203,D017,C01509,SKU021,16,8520.61,Expired
RET000506,INV0018325,LINE000042804,2024-12-03,20241203,D016,C01380,SKU006,3,4586.37,Short-dated
RET000507,INV0018351,LINE000042868,2024-12-02,20241202,D009,C00771,SKU008,4,3019.32,Customer Refusal
RET000508,INV0018381,LINE000042945,2024-12-07,20241207,D008,C00682,SKU009,4,3873.9,Expired
RET000509,INV0018443,LINE000043086,2024-12-04,20241204,D017,C01490,SKU035,7,6950.79,Short-dated
RET000510,INV0018462,LINE000043136,2024-12-05,20241205,D005,C00419,SKU007,2,2447.73,Wrong Item
RET000511,INV0018494,LINE000043213,2024-12-08,20241208,D012,C01094,SKU054,23,53904.8,Damaged
RET000512,INV0018521,LINE000043272,2024-12-15,20241215,D004,C00304,SKU015,1,846.63,Promo Return
RET000513,INV0018683,LINE000043641,2024-12-25,20241225,D004,C00333,SKU051,2,5473.94,Promo Return
RET000514,INV0018709,LINE000043707,2024-12-06,20241206,D009,C00803,SKU054,3,7074.72,Wrong Item
RET000515,INV0018752,LINE000043806,2024-12-08,20241208,D003,C00186,SKU045,1,952.3,Wrong Item
RET000516,INV0018890,LINE000044109,2024-12-10,20241210,D011,C01037,SKU035,8,8537.77,Customer Refusal
RET000517,INV0018947,LINE000044238,2024-12-12,20241212,D004,C00314,SKU018,2,1498.04,Short-dated
